 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
4244,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,40.955,681.955,40.955,681.955,22.385,38,680,6,5,5.079,2.758,33.040,0.276,7.071,2805,255,NaN,100,2805,9,39,685,45.000,4.160,1.842,0.543,0.524
4245,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,306.714,682.929,306.714,682.929,26.385,303,680,6,8,5.775,3.087,104.856,0.253,8.944,3570,255,NaN,100,3570,9,303,680,116.565,5.515,1.871,0.534,0.412
4246,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,382.423,683.346,382.423,683.346,27.213,379,680,6,7,6.266,2.642,60.847,0.221,8.602,3315,255,NaN,100,3315,9,380,687,54.462,4.600,2.372,0.422,0.441
4247,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,392.115,682.423,392.115,682.423,16.142,390,680,5,5,4.461,3.711,166.150,0.627,5.657,3315,255,NaN,100,3315,9,390,680,135.000,4.851,1.202,0.832,0.684
4248,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,475.227,682.773,475.227,682.773,23.799,473,680,5,6,3.955,3.541,74.710,0.244,6.083,2805,255,NaN,100,2805,9,475,680,99.462,5.000,1.117,0.895,0.478
4249,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,686.192,683.192,686.192,683.192,22.627,683,680,6,6,4.603,3.596,121.263,0.319,6.325,3315,255,NaN,100,3315,9,683,682,161.565,4.992,1.280,0.781,0.510
4250,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,423.227,683.682,423.227,683.682,23.799,419,681,8,5,5.879,2.382,17.098,0.244,8.944,2805,255,NaN,100,2805,9,419,685,26.565,4.511,2.468,0.405,0.407
4251,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,430.500,685.700,430.500,685.700,21.799,429,682,4,7,5.257,2.422,109.903,0.264,7.616,2550,255,NaN,100,2550,9,430,682,113.199,3.795,2.171,0.461,0.500
4252,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,496.577,685.731,496.577,685.731,30.284,492,682,9,8,7.241,2.286,140.633,0.178,10.296,3315,255,NaN,100,3315,9,492,684,150.945,4.225,3.168,0.316,0.361
4253,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,606.962,686.885,606.962,686.885,26.971,606,682,3,10,7.842,2.111,88.346,0.225,10.198,3315,255,NaN,100,3315,9,606,692,78.690,3.000,3.715,0.269,0.565
4254,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,567.900,685.000,567.900,685.000,16.142,565,683,6,4,5.982,2.128,19.709,0.482,6.708,2550,255,NaN,100,2550,9,565,686,26.565,3.130,2.810,0.356,0.625
4255,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,654.227,687.045,654.227,687.045,25.456,651,684,7,5,5.072,2.761,149.015,0.213,8.062,2805,255,NaN,100,2805,9,651,684,150.255,4.743,1.837,0.544,0.440
4256,MASK_Result of Tc140mfr305C001H001S005:S0005000009,12,255,0,255,255,255,476.500,693.083,476.500,693.083,23.799,473,690,7,6,5.162,2.960,29.306,0.266,7.810,3060,255,NaN,100,3060,9,473,696,50.194,4.919,1.744,0.573,0.462
4257,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,521.500,693.200,521.500,693.200,21.556,519,690,5,6,5.125,2.484,112.429,0.270,7.211,2550,255,NaN,100,2550,9,519,690,123.690,4.511,2.063,0.485,0.455
4258,MASK_Result of Tc140mfr305C001H001S005:S0005000009,12,255,0,255,255,255,645.000,693.417,645.000,693.417,23.799,642,691,7,4,5.807,2.631,8.985,0.266,7.280,3060,255,NaN,100,3060,9,642,692,164.055,3.726,2.207,0.453,0.522
4259,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,732.654,694.731,732.654,694.731,22.385,730,691,4,7,5.838,2.835,86.544,0.326,7.280,3315,255,NaN,100,3315,9,732,691,105.945,4.000,2.059,0.486,0.591
4260,MASK_Result of Tc140mfr305C001H001S005:S0005000009,12,255,0,255,255,255,407.667,698.000,407.667,698.000,27.456,405,694,5,8,5.883,2.597,67.216,0.200,8.544,3060,255,NaN,100,3060,9,406,702,69.444,4.111,2.265,0.441,0.436
4261,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,435.136,697.227,435.136,697.227,27.213,432,694,6,6,5.328,2.629,140.328,0.187,7.810,2805,255,NaN,100,2805,9,433,694,129.806,3.883,2.027,0.493,0.458
4262,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,516.000,697.300,516.000,697.300,20.385,514,694,4,7,6.774,1.880,66.225,0.302,8.062,2550,255,NaN,100,2550,9,514,701,60.255,2.846,3.604,0.277,0.556
4263,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,379.885,698.654,379.885,698.654,28.627,376,695,7,7,5.088,3.253,129.241,0.199,8.062,3315,255,NaN,100,3315,9,376,698,150.255,6.002,1.564,0.639,0.426
4264,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,582.136,698.409,582.136,698.409,19.556,580,696,5,5,4.462,3.139,148.283,0.361,6.403,2805,255,NaN,100,2805,9,581,696,128.660,4.366,1.422,0.703,0.579
4265,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,122.100,699.900,122.100,699.900,26.042,119,697,6,5,5.150,2.473,150.233,0.185,7.810,2550,255,NaN,100,2550,9,119,697,140.194,4.271,2.083,0.480,0.435
4266,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,470.200,701.100,470.200,701.100,21.799,467,699,7,5,5.775,2.205,34.687,0.264,7.810,2550,255,NaN,100,2550,9,468,704,39.806,3.600,2.619,0.382,0.465
4267,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,653.600,714.800,653.600,714.800,24.627,651,712,6,6,3.860,3.299,41.544,0.207,6.325,2550,255,NaN,100,2550,9,652,712,108.435,5.657,1.170,0.855,0.400
4268,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,511.800,715.300,511.800,715.300,21.799,508,713,7,4,4.801,2.652,173.493,0.264,7.616,2550,255,NaN,100,2550,9,508,714,156.801,4.000,1.811,0.552,0.465
4269,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,132.000,723.700,132.000,723.700,21.799,130,721,4,6,4.667,2.728,95.367,0.264,6.708,2550,255,NaN,100,2550,9,130,727,63.435,4.000,1.711,0.585,0.476
4270,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,206.300,727.500,206.300,727.500,19.556,204,724,4,7,5.192,2.453,105.233,0.329,7.616,2550,255,NaN,100,2550,9,205,724,113.199,4.000,2.117,0.472,0.513
4271,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,497.409,727.136,497.409,727.136,20.385,495,725,6,5,5.489,2.552,30.167,0.333,7.211,2805,255,NaN,100,2805,9,495,729,33.690,4.243,2.151,0.465,0.564
4272,MASK_Result of Tc140mfr305C001H001S005:S0005000009,15,255,0,255,255,255,442.633,729.100,442.633,729.100,28.870,439,727,8,6,5.865,3.256,24.016,0.226,8.944,3825,255,NaN,100,3825,9,439,731,26.565,5.659,1.801,0.555,0.417
4273,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,186.136,730.682,186.136,730.682,19.314,183,728,5,5,4.438,3.156,142.125,0.371,5.831,2805,255,NaN,100,2805,9,185,728,120.964,4.438,1.406,0.711,0.579
4274,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,169.714,731.143,169.714,731.143,27.799,166,729,7,5,5.721,3.116,165.764,0.228,7.810,3570,255,NaN,100,3570,9,167,729,140.194,4.851,1.836,0.545,0.500
4275,MASK_Result of Tc140mfr305C001H001S005:S0005000009,17,255,0,255,255,255,654.618,733.912,654.618,733.912,34.627,650,729,8,10,8.980,2.410,56.926,0.178,12.207,4335,255,NaN,100,4335,9,650,739,55.008,4.116,3.725,0.268,0.430
4276,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,82.714,734.071,82.714,734.071,26.627,80,730,6,9,7.099,2.511,67.411,0.248,9.849,3570,255,NaN,100,3570,9,80,739,66.038,4.608,2.827,0.354,0.467
4277,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,122.125,735.688,122.125,735.688,28.627,120,730,5,10,6.940,2.936,89.482,0.245,10.198,4080,255,NaN,100,4080,9,121,730,101.310,4.837,2.364,0.423,0.471
4278,MASK_Result of Tc140mfr305C001H001S005:S0005000009,21,255,0,255,255,255,249.405,733.167,249.405,733.167,45.598,244,730,10,6,7.209,3.709,163.314,0.127,10.770,5355,255,NaN,100,5355,9,244,731,158.199,6.000,1.943,0.515,0.452
4279,MASK_Result of Tc140mfr305C001H001S005:S0005000009,15,255,0,255,255,255,525.967,733.100,525.967,733.100,28.627,522,730,8,7,5.727,3.335,139.848,0.230,9.220,3825,255,NaN,100,3825,9,524,730,130.601,5.121,1.717,0.582,0.441
4280,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,158.591,733.136,158.591,733.136,22.728,154,731,8,4,6.402,2.188,166.943,0.268,8.544,2805,255,NaN,100,2805,9,154,732,159.444,3.795,2.926,0.342,0.512
4281,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,479.812,735.562,479.812,735.562,32.870,476,731,6,8,5.011,4.066,70.418,0.186,8.062,4080,255,NaN,100,4080,9,480,731,97.125,6.000,1.232,0.811,0.457
4282,MASK_Result of Tc140mfr305C001H001S005:S0005000009,18,255,0,255,255,255,735.167,735.444,735.167,735.444,38.284,730,731,9,7,5.643,4.061,6.386,0.154,9.220,4590,255,NaN,100,4590,9,730,736,167.471,7.000,1.389,0.720,0.419
4283,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,745.500,734.269,745.500,734.269,29.456,742,731,7,7,5.594,2.959,133.729,0.188,8.602,3315,255,NaN,100,3315,9,743,731,125.538,5.488,1.891,0.529,0.394
4284,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,281.125,736.000,281.125,736.000,30.042,277,732,7,8,6.600,3.086,59.327,0.223,9.899,4080,255,NaN,100,4080,9,277,740,45.000,4.858,2.139,0.468,0.438
4285,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,371.900,735.800,371.900,735.800,20.385,370,732,4,7,5.010,2.541,101.932,0.302,7.280,2550,255,NaN,100,2550,9,370,732,105.945,4.000,1.972,0.507,0.500
4286,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,388.600,735.800,388.600,735.800,20.971,387,732,3,8,6.340,2.008,99.436,0.286,8.246,2550,255,NaN,100,2550,9,388,732,104.036,3.000,3.157,0.317,0.541
4287,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,404.773,735.227,404.773,735.227,26.042,401,732,7,6,5.944,2.356,136.154,0.204,8.602,2805,255,NaN,100,2805,9,401,733,144.462,3.536,2.523,0.396,0.449
4288,MASK_Result of Tc140mfr305C001H001S005:S0005000009,25,255,0,255,255,255,457.340,737.460,457.340,737.460,46.184,453,732,7,12,8.175,3.893,93.331,0.147,12.369,6375,255,NaN,100,6375,9,456,744,75.964,6.957,2.100,0.476,0.410
4289,MASK_Result of Tc140mfr305C001H001S005:S0005000009,17,255,0,255,255,255,140.147,736.853,140.147,736.853,35.698,135,733,11,8,6.333,3.418,156.279,0.168,11.180,4335,255,NaN,100,4335,9,135,735,169.695,6.957,1.853,0.540,0.330
4290,MASK_Result of Tc140mfr305C001H001S005:S0005000009,18,255,0,255,255,255,223.889,737.833,223.889,737.833,38.770,220,733,8,9,6.349,3.609,51.050,0.150,10.000,4590,255,NaN,100,4590,9,220,740,36.870,6.364,1.759,0.568,0.387
4291,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,270.962,737.654,270.962,737.654,21.314,270,733,2,9,8.878,1.864,93.349,0.360,9.220,3315,255,NaN,100,3315,9,270,733,102.529,2.000,4.761,0.210,0.743
4292,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,340.200,736.700,340.200,736.700,21.799,338,733,5,7,4.552,2.797,76.652,0.264,7.616,2550,255,NaN,100,2550,9,338,740,66.801,4.511,1.627,0.615,0.444
4293,MASK_Result of Tc140mfr305C001H001S005:S0005000009,25,255,0,255,255,255,383.820,739.380,383.820,739.380,41.355,380,733,8,11,8.255,3.856,118.674,0.184,13.038,6375,255,NaN,100,6375,9,380,733,122.471,7.028,2.141,0.467,0.424
4294,MASK_Result of Tc140mfr305C001H001S005:S0005000009,28,255,0,255,255,255,488.607,737.857,488.607,737.857,47.941,482,733,14,8,9.452,3.772,175.068,0.153,14.318,7140,255,NaN,100,7140,9,482,740,12.095,7.519,2.506,0.399,0.376
4295,MASK_Result of Tc140mfr305C001H001S005:S0005000009,12,255,0,255,255,255,518.333,736.000,518.333,736.000,20.385,516,733,5,6,4.703,3.249,58.823,0.363,6.325,3060,255,NaN,100,3060,9,517,739,71.565,4.919,1.447,0.691,0.558
4296,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,129.286,738.000,129.286,738.000,26.627,125,734,8,7,6.307,2.826,42.162,0.248,8.944,3570,255,NaN,100,3570,9,125,739,26.565,4.841,2.231,0.448,0.406
4297,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,253.900,738.100,253.900,738.100,25.799,251,734,5,7,5.353,2.378,62.769,0.189,8.062,2550,255,NaN,100,2550,9,252,741,60.255,4.315,2.251,0.444,0.455
4298,MASK_Result of Tc140mfr305C001H001S005:S0005000009,36,255,0,255,255,255,293.667,739.500,293.667,739.500,65.983,288,734,12,12,9.782,4.686,35.059,0.104,15.000,9180,255,NaN,100,9180,9,290,746,53.130,8.159,2.088,0.479,0.373
4299,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,325.286,736.357,325.286,736.357,29.213,321,734,7,6,4.939,3.609,169.006,0.206,7.616,3570,255,NaN,100,3570,9,321,737,23.199,6.000,1.368,0.731,0.444
4300,MASK_Result of Tc140mfr305C001H001S005:S0005000009,50,255,0,255,255,255,431.800,740.180,431.800,740.180,86.953,425,734,14,13,8.853,7.191,14.015,0.083,15.232,12750,255,NaN,100,12750,9,425,737,156.801,12.965,1.231,0.812,0.358
4301,MASK_Result of Tc140mfr305C001H001S005:S0005000009,37,255,0,255,255,255,446.716,739.959,446.716,739.959,72.569,440,734,12,14,7.254,6.494,150.453,0.088,15.232,9435,255,NaN,100,9435,9,445,734,113.199,11.473,1.117,0.895,0.312
4302,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,35.214,738.429,35.214,738.429,20.971,32,735,6,7,6.789,2.626,123.950,0.400,8.062,3570,255,NaN,100,3570,9,32,735,119.745,4.025,2.585,0.387,0.609
4303,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,69.227,738.136,69.227,738.136,20.142,68,735,3,6,5.020,2.790,89.744,0.341,6.325,2805,255,NaN,100,2805,9,68,735,108.435,3.000,1.800,0.556,0.667
4304,MASK_Result of Tc140mfr305C001H001S005:S0005000009,93,255,0,255,255,255,238.962,745.177,238.962,745.177,142.309,228,735,20,20,13.971,8.476,57.411,0.058,23.854,23715,255,NaN,100,23715,9,228,752,33.024,14.577,1.648,0.607,0.339
4305,MASK_Result of Tc140mfr305C001H001S005:S0005000009,20,255,0,255,255,255,348.850,738.300,348.850,738.300,45.012,344,735,9,8,6.365,4.001,134.083,0.124,9.434,5100,255,NaN,100,5100,9,344,737,147.995,7.071,1.591,0.629,0.396
4306,MASK_Result of Tc140mfr305C001H001S005:S0005000009,20,255,0,255,255,255,394.600,739.600,394.600,739.600,41.941,390,735,10,9,7.247,3.514,148.466,0.143,12.042,5100,255,NaN,100,5100,9,392,735,131.634,7.701,2.063,0.485,0.345
4307,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,754.955,738.955,754.955,738.955,23.799,751,735,7,7,4.967,2.820,45.000,0.244,8.062,2805,255,NaN,100,2805,9,751,742,29.745,5.367,1.762,0.568,0.386
4308,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,210.900,738.800,210.900,738.800,22.142,208,736,5,5,4.079,3.121,26.565,0.256,6.403,2550,255,NaN,100,2550,9,209,741,51.340,4.851,1.307,0.765,0.476
4309,MASK_Result of Tc140mfr305C001H001S005:S0005000009,22,255,0,255,255,255,402.727,739.045,402.727,739.045,31.456,398,736,10,6,8.478,3.304,163.221,0.279,11.180,5610,255,NaN,100,5610,9,398,737,153.435,5.336,2.566,0.390,0.537
4310,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,411.700,738.700,411.700,738.700,20.142,409,736,5,5,4.098,3.107,141.132,0.310,6.403,2550,255,NaN,100,2550,9,409,736,128.660,4.608,1.319,0.758,0.526
4311,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,469.045,738.591,469.045,738.591,20.971,466,736,6,5,5.185,2.701,134.791,0.314,7.211,2805,255,NaN,100,2805,9,466,736,146.310,4.243,1.919,0.521,0.524
4312,MASK_Result of Tc140mfr305C001H001S005:S0005000009,22,255,0,255,255,255,574.864,741.045,574.864,741.045,38.527,570,736,9,10,5.868,4.773,42.775,0.186,10.296,5610,255,NaN,100,5610,9,570,743,29.055,8.104,1.229,0.813,0.376
4313,MASK_Result of Tc140mfr305C001H001S005:S0005000009,23,255,0,255,255,255,701.413,738.413,701.413,738.413,38.527,696,736,12,6,9.194,3.185,17.962,0.195,12.166,5865,255,NaN,100,5865,9,696,739,9.462,5.687,2.887,0.346,0.447
4314,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,554.929,738.500,554.929,738.500,20.971,551,737,8,4,7.124,2.502,11.340,0.400,8.246,3570,255,NaN,100,3570,9,551,739,14.036,3.881,2.847,0.351,0.583
4315,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,688.409,739.500,688.409,739.500,22.385,686,737,5,5,3.894,3.597,0.000,0.276,5.831,2805,255,NaN,100,2805,9,687,742,59.036,4.919,1.083,0.924,0.537
4316,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,9.400,740.900,9.400,740.900,18.971,8,738,3,6,5.563,2.289,86.681,0.349,6.708,2550,255,NaN,100,2550,9,8,744,63.435,3.000,2.431,0.411,0.571
4317,MASK_Result of Tc140mfr305C001H001S005:S0005000009,19,255,0,255,255,255,185.553,742.763,185.553,742.763,34.042,183,739,6,8,6.181,3.914,64.466,0.206,8.944,4845,255,NaN,100,4845,9,184,747,63.435,5.692,1.580,0.633,0.528
4318,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,373.900,741.700,373.900,741.700,18.971,371,739,5,5,4.114,3.095,119.120,0.349,5.831,2550,255,NaN,100,2550,9,373,739,120.964,4.743,1.329,0.752,0.526
4319,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,528.100,740.700,528.100,740.700,20.385,525,739,6,5,3.849,3.308,139.065,0.302,6.403,2550,255,NaN,100,2550,9,525,739,128.660,4.800,1.163,0.860,0.488
4320,MASK_Result of Tc140mfr305C001H001S005:S0005000009,10,255,0,255,255,255,564.300,741.200,564.300,741.200,19.799,562,739,5,4,3.854,3.304,160.670,0.321,5.831,2550,255,NaN,100,2550,9,562,740,149.036,4.000,1.166,0.857,0.556
4321,MASK_Result of Tc140mfr305C001H001S005:S0005000009,15,255,0,255,255,255,738.967,741.233,738.967,741.233,30.284,734,739,8,5,5.816,3.284,173.240,0.206,8.544,3825,255,NaN,100,3825,9,734,740,159.444,5.000,1.771,0.565,0.500
4322,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,20.808,743.423,20.808,743.423,22.971,18,740,5,6,5.392,3.070,81.356,0.310,7.211,3315,255,NaN,100,3315,9,18,746,56.310,4.851,1.757,0.569,0.542
4323,MASK_Result of Tc140mfr305C001H001S005:S0005000009,23,255,0,255,255,255,153.196,745.804,153.196,745.804,44.184,150,740,6,12,8.654,3.384,91.373,0.148,12.649,5865,255,NaN,100,5865,9,152,740,108.435,6.000,2.558,0.391,0.404
4324,MASK_Result of Tc140mfr305C001H001S005:S0005000009,17,255,0,255,255,255,197.618,744.971,197.618,744.971,36.527,195,740,5,11,7.611,2.844,95.119,0.160,11.402,4335,255,NaN,100,4335,9,197,740,105.255,5.000,2.677,0.374,0.420
4325,MASK_Result of Tc140mfr305C001H001S005:S0005000009,14,255,0,255,255,255,489.643,742.429,489.643,742.429,23.799,486,740,8,5,6.131,2.907,8.985,0.311,8.246,3570,255,NaN,100,3570,9,486,742,165.964,4.603,2.109,0.474,0.467
4326,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,685.731,743.962,685.731,743.962,30.870,682,740,8,6,5.199,3.184,166.334,0.171,8.485,3315,255,NaN,100,3315,9,684,740,135.000,6.000,1.633,0.612,0.382
4327,MASK_Result of Tc140mfr305C001H001S005:S0005000009,15,255,0,255,255,255,402.233,746.167,402.233,746.167,30.627,399,741,7,9,5.528,3.455,61.225,0.201,9.487,3825,255,NaN,100,3825,9,399,750,71.565,6.641,1.600,0.625,0.385
4328,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,422.423,744.115,422.423,744.115,25.799,420,741,5,6,4.701,3.521,127.372,0.245,7.211,3315,255,NaN,100,3315,9,421,741,123.690,5.000,1.335,0.749,0.531
4329,MASK_Result of Tc140mfr305C001H001S005:S0005000009,19,255,0,255,255,255,511.921,744.500,511.921,744.500,35.698,508,741,7,7,5.263,4.597,119.825,0.187,8.062,4845,255,NaN,100,4845,9,508,743,150.255,6.957,1.145,0.873,0.475
4330,MASK_Result of Tc140mfr305C001H001S005:S0005000009,12,255,0,255,255,255,758.083,745.333,758.083,745.333,25.213,754,741,7,7,6.604,2.314,42.636,0.237,9.899,3060,255,NaN,100,3060,9,754,748,45.000,4.097,2.854,0.350,0.407
4331,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,27.375,745.062,27.375,745.062,32.870,24,742,7,7,4.944,4.121,169.217,0.186,7.810,4080,255,NaN,100,4080,9,24,743,129.806,6.261,1.200,0.833,0.432
4332,MASK_Result of Tc140mfr305C001H001S005:S0005000009,18,255,0,255,255,255,97.611,745.167,97.611,745.167,35.456,94,742,8,6,6.138,3.734,28.155,0.180,9.434,4590,255,NaN,100,4590,9,94,748,32.005,5.657,1.644,0.608,0.522
4333,MASK_Result of Tc140mfr305C001H001S005:S0005000009,34,255,0,255,255,255,128.676,749.265,128.676,749.265,56.912,123,742,11,13,7.695,5.626,140.296,0.132,14.765,8670,255,NaN,100,8670,9,125,742,118.301,9.192,1.368,0.731,0.356
4334,MASK_Result of Tc140mfr305C001H001S005:S0005000009,21,255,0,255,255,255,340.024,745.833,340.024,745.833,39.113,335,742,10,7,6.596,4.053,163.077,0.173,11.180,5355,255,NaN,100,5355,9,335,743,153.435,6.930,1.627,0.614,0.389
4335,MASK_Result of Tc140mfr305C001H001S005:S0005000009,52,255,0,255,255,255,518.500,750.769,518.500,750.769,105.095,507,742,21,14,12.435,5.324,20.649,0.059,21.587,13260,255,NaN,100,13260,9,507,755,13.392,12.823,2.335,0.428,0.287
4336,MASK_Result of Tc140mfr305C001H001S005:S0005000009,23,255,0,255,255,255,35.500,745.891,35.500,745.891,36.870,31,743,9,7,6.821,4.293,30.387,0.213,9.849,5865,255,NaN,100,5865,9,31,748,23.962,7.000,1.589,0.629,0.474
4337,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,121.038,745.192,121.038,745.192,20.385,118,743,6,5,4.487,3.689,179.158,0.393,6.708,3315,255,NaN,100,3315,9,118,743,153.435,5.000,1.216,0.822,0.531
4338,MASK_Result of Tc140mfr305C001H001S005:S0005000009,17,255,0,255,255,255,580.147,746.559,580.147,746.559,31.698,575,743,10,8,9.159,2.363,38.580,0.213,12.207,4335,255,NaN,100,4335,9,575,751,34.992,4.609,3.875,0.258,0.436
4339,MASK_Result of Tc140mfr305C001H001S005:S0005000009,25,255,0,255,255,255,52.900,748.940,52.900,748.940,38.527,49,744,8,11,8.576,3.712,59.799,0.212,13.601,6375,255,NaN,100,6375,9,49,755,53.973,5.646,2.311,0.433,0.467
4340,MASK_Result of Tc140mfr305C001H001S005:S0005000009,11,255,0,255,255,255,65.136,748.136,65.136,748.136,24.385,64,744,3,9,7.100,1.973,87.807,0.232,9.220,2805,255,NaN,100,2805,9,64,744,102.529,3.000,3.600,0.278,0.500
4341,MASK_Result of Tc140mfr305C001H001S005:S0005000009,43,255,0,255,255,255,181.360,749.360,181.360,749.360,75.054,174,744,14,11,8.901,6.151,171.388,0.096,14.560,10965,255,NaN,100,10965,9,174,751,15.945,10.286,1.447,0.691,0.386
4342,MASK_Result of Tc140mfr305C001H001S005:S0005000009,39,255,0,255,255,255,218.756,749.423,218.756,749.423,73.740,211,744,14,9,9.693,5.123,15.806,0.090,15.652,9945,255,NaN,100,9945,9,211,752,26.565,9.000,1.892,0.528,0.379
4343,MASK_Result of Tc140mfr305C001H001S005:S0005000009,20,255,0,255,255,255,350.400,749.000,350.400,749.000,43.355,348,744,6,10,7.071,3.601,85.017,0.134,10.770,5100,255,NaN,100,5100,9,348,754,68.199,6.000,1.964,0.509,0.404
4344,MASK_Result of Tc140mfr305C001H001S005:S0005000009,13,255,0,255,255,255,605.500,746.423,605.500,746.423,20.385,603,744,5,5,4.768,3.471,59.991,0.393,6.403,3315,255,NaN,100,3315,9,603,748,38.660,4.608,1.374,0.728,0.619
4345,MASK_Result of Tc140mfr305C001H001S005:S0005000009,20,255,0,255,255,255,9.050,749.700,9.050,749.700,37.113,4,745,8,8,5.793,4.396,42.586,0.182,9.899,5100,255,NaN,100,5100,9,4,752,45.000,7.071,1.318,0.759,0.488
4346,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,42.125,749.438,42.125,749.438,27.213,38,745,7,8,4.898,4.159,49.824,0.272,8.062,4080,255,NaN,100,4080,9,43,745,97.125,6.864,1.178,0.849,0.421
4347,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,89.188,748.250,89.188,748.250,29.456,85,745,7,6,5.780,3.524,148.679,0.232,8.602,4080,255,NaN,100,4080,9,85,746,144.462,4.992,1.640,0.610,0.508
4348,MASK_Result of Tc140mfr305C001H001S005:S0005000009,16,255,0,255,255,255,166.250,747.688,166.250,747.688,27.799,164,745,5,7,5.586,3.647,89.596,0.260,7.616,4080,255,NaN,100,4080,9,164,745,113.199,5.000,1.532,0.653,0.571
