 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1067,MASK_Result of Tc140mfr305C001H001S005:S0005000003,21,255,0,255,255,255,747.024,752.690,747.024,752.690,31.799,744,748,6,10,7.177,3.725,110.256,0.261,10.440,5355,255,NaN,100,5355,3,745,748,106.699,5.491,1.927,0.519,0.500
1068,MASK_Result of Tc140mfr305C001H001S005:S0005000003,17,255,0,255,255,255,97.912,751.324,97.912,751.324,36.527,93,749,10,6,6.403,3.380,7.943,0.160,10.440,4335,255,NaN,100,4335,3,93,753,16.699,6.000,1.894,0.528,0.395
1069,MASK_Result of Tc140mfr305C001H001S005:S0005000003,32,255,0,255,255,255,615.625,753.469,615.625,753.469,54.184,610,749,11,9,8.506,4.790,8.301,0.137,11.705,8160,255,NaN,100,8160,3,610,753,160.017,8.310,1.776,0.563,0.410
1070,MASK_Result of Tc140mfr305C001H001S005:S0005000003,32,255,0,255,255,255,659.656,754.219,659.656,754.219,52.770,655,749,9,10,7.255,5.616,100.981,0.144,11.662,8160,255,NaN,100,8160,3,658,749,120.964,9.000,1.292,0.774,0.444
1071,MASK_Result of Tc140mfr305C001H001S005:S0005000003,37,255,0,255,255,255,269.851,752.743,269.851,752.743,59.255,261,750,16,7,11.421,4.125,166.946,0.132,16.125,9435,255,NaN,100,9435,3,261,752,172.875,6.306,2.769,0.361,0.460
1072,MASK_Result of Tc140mfr305C001H001S005:S0005000003,11,255,0,255,255,255,485.864,751.864,485.864,751.864,23.556,482,750,7,5,5.060,2.768,146.946,0.249,7.280,2805,255,NaN,100,2805,3,482,750,164.055,4.743,1.828,0.547,0.478
1073,MASK_Result of Tc140mfr305C001H001S005:S0005000003,12,255,0,255,255,255,507.250,753.750,507.250,753.750,19.556,504,750,6,7,7.531,2.029,135.000,0.394,9.220,3060,255,NaN,100,3060,3,504,750,130.601,3.200,3.712,0.269,0.558
1074,MASK_Result of Tc140mfr305C001H001S005:S0005000003,32,255,0,255,255,255,626.594,755.344,626.594,755.344,62.669,622,750,10,11,8.759,4.651,143.557,0.102,13.454,8160,255,NaN,100,8160,3,622,750,138.013,8.485,1.883,0.531,0.418
1075,MASK_Result of Tc140mfr305C001H001S005:S0005000003,56,255,0,255,255,255,643.179,755.107,643.179,755.107,88.711,633,750,20,10,13.043,5.466,0.240,0.089,20.224,14280,255,NaN,100,14280,3,633,758,8.531,9.660,2.386,0.419,0.380
1076,MASK_Result of Tc140mfr305C001H001S005:S0005000003,17,255,0,255,255,255,685.676,754.265,685.676,754.265,38.284,682,750,7,8,5.162,4.193,136.725,0.146,8.602,4335,255,NaN,100,4335,3,684,750,125.538,6.364,1.231,0.812,0.420
1077,MASK_Result of Tc140mfr305C001H001S005:S0005000003,32,255,0,255,255,255,527.125,754.188,527.125,754.188,54.669,520,751,14,6,10.824,3.764,4.652,0.135,14.560,8160,255,NaN,100,8160,3,520,756,15.945,6.000,2.875,0.348,0.438
1078,MASK_Result of Tc140mfr305C001H001S005:S0005000003,19,255,0,255,255,255,554.605,754.921,554.605,754.921,37.113,550,751,10,8,7.962,3.039,142.440,0.173,11.662,4845,255,NaN,100,4845,3,550,751,149.036,5.400,2.620,0.382,0.427
1079,MASK_Result of Tc140mfr305C001H001S005:S0005000003,13,255,0,255,255,255,587.654,754.500,587.654,754.500,25.799,585,751,5,7,4.915,3.368,108.703,0.245,8.062,3315,255,NaN,100,3315,3,586,751,119.745,4.903,1.459,0.685,0.481
1080,MASK_Result of Tc140mfr305C001H001S005:S0005000003,26,255,0,255,255,255,595.577,756.615,595.577,756.615,45.598,591,751,8,10,6.866,4.821,48.646,0.157,12.207,6630,255,NaN,100,6630,3,591,761,55.008,7.778,1.424,0.702,0.413
1081,MASK_Result of Tc140mfr305C001H001S005:S0005000003,29,255,0,255,255,255,672.500,755.638,672.500,755.638,45.841,666,751,12,8,9.268,3.984,161.135,0.173,12.166,7395,255,NaN,100,7395,3,666,755,170.538,6.593,2.326,0.430,0.446
1082,MASK_Result of Tc140mfr305C001H001S005:S0005000003,15,255,0,255,255,255,753.967,754.500,753.967,754.500,28.042,751,751,6,7,5.490,3.479,70.026,0.240,7.280,3825,255,NaN,100,3825,3,753,758,74.055,5.367,1.578,0.634,0.492
1083,MASK_Result of Tc140mfr305C001H001S005:S0005000003,12,255,0,255,255,255,468.583,754.167,468.583,754.167,20.142,466,752,6,5,5.049,3.026,15.920,0.372,6.403,3060,255,NaN,100,3060,3,467,757,38.660,4.438,1.668,0.599,0.571
1084,MASK_Result of Tc140mfr305C001H001S005:S0005000003,11,255,0,255,255,255,512.591,754.045,512.591,754.045,13.899,511,752,3,5,4.920,2.847,105.156,0.715,5.831,2805,255,NaN,100,2805,3,511,752,120.964,3.000,1.728,0.579,0.846
1085,MASK_Result of Tc140mfr305C001H001S005:S0005000003,13,255,0,255,255,255,582.577,756.962,582.577,756.962,31.698,580,752,5,9,5.931,2.791,82.628,0.163,9.849,3315,255,NaN,100,3315,3,581,761,66.038,5.000,2.125,0.471,0.377
1086,MASK_Result of Tc140mfr305C001H001S005:S0005000003,35,255,0,255,255,255,716.729,756.186,716.729,756.186,71.054,711,752,12,9,8.928,4.992,158.288,0.087,14.213,8925,255,NaN,100,8925,3,711,752,140.711,8.171,1.789,0.559,0.409
1087,MASK_Result of Tc140mfr305C001H001S005:S0005000003,27,255,0,255,255,255,736.241,756.722,736.241,756.722,58.569,729,752,13,9,8.805,3.904,22.691,0.099,14.318,6885,255,NaN,100,6885,3,729,759,24.775,6.261,2.255,0.443,0.378
1088,MASK_Result of Tc140mfr305C001H001S005:S0005000003,10,255,0,255,255,255,608.000,756.400,608.000,756.400,19.799,605,754,6,4,4.263,2.986,172.750,0.321,6.083,2550,255,NaN,100,2550,3,605,757,170.538,4.000,1.428,0.700,0.556
1089,MASK_Result of Tc140mfr305C001H001S005:S0005000003,11,255,0,255,255,255,601.682,757.955,601.682,757.955,22.627,599,755,6,6,3.787,3.698,94.731,0.270,7.071,2805,255,NaN,100,2805,3,600,755,135.000,5.883,1.024,0.976,0.440
1090,MASK_Result of Tc140mfr305C001H001S005:S0005000004,20,255,0,255,255,255,353.150,5.500,353.150,5.500,35.941,349,1,7,8,5.571,4.571,75.388,0.195,8.062,5100,255,NaN,100,5100,4,353,1,97.125,6.364,1.219,0.821,0.506
1091,MASK_Result of Tc140mfr305C001H001S005:S0005000004,24,255,0,255,255,255,404.083,6.500,404.083,6.500,35.698,400,1,7,11,6.793,4.499,72.812,0.237,11.180,6120,255,NaN,100,6120,4,404,12,79.695,6.641,1.510,0.662,0.475
1092,MASK_Result of Tc140mfr305C001H001S005:S0005000004,28,255,0,255,255,255,420.821,5.750,420.821,5.750,51.598,416,1,10,11,6.626,5.380,81.190,0.132,13.038,7140,255,NaN,100,7140,4,419,12,57.529,9.701,1.232,0.812,0.359
1093,MASK_Result of Tc140mfr305C001H001S005:S0005000004,17,255,0,255,255,255,260.971,4.618,260.971,4.618,35.698,257,2,8,6,5.398,4.010,149.337,0.168,8.944,4335,255,NaN,100,4335,4,257,2,153.435,6.000,1.346,0.743,0.447
1094,MASK_Result of Tc140mfr305C001H001S005:S0005000004,16,255,0,255,255,255,489.750,5.375,489.750,5.375,30.870,485,2,9,7,7.778,2.619,146.414,0.211,10.296,4080,255,NaN,100,4080,4,485,3,150.945,4.529,2.970,0.337,0.438
1095,MASK_Result of Tc140mfr305C001H001S005:S0005000004,13,255,0,255,255,255,522.115,5.808,522.115,5.808,20.728,519,3,6,6,7.181,2.305,34.854,0.380,8.485,3315,255,NaN,100,3315,4,519,9,45.000,3.600,3.115,0.321,0.578
1096,MASK_Result of Tc140mfr305C001H001S005:S0005000004,16,255,0,255,255,255,542.938,5.812,542.938,5.812,39.598,538,3,9,6,5.332,3.821,7.934,0.128,9.220,4080,255,NaN,100,4080,4,538,6,12.529,6.000,1.396,0.717,0.400
1097,MASK_Result of Tc140mfr305C001H001S005:S0005000004,10,255,0,255,255,255,346.800,6.800,346.800,6.800,15.314,345,4,3,6,5.334,2.387,110.535,0.536,6.708,2550,255,NaN,100,2550,4,345,4,116.565,3.000,2.235,0.447,0.714
1098,MASK_Result of Tc140mfr305C001H001S005:S0005000004,15,255,0,255,255,255,327.767,7.900,327.767,7.900,31.113,324,5,8,6,5.078,3.761,11.925,0.195,8.246,3825,255,NaN,100,3825,4,324,7,165.964,6.000,1.350,0.741,0.423
1099,MASK_Result of Tc140mfr305C001H001S005:S0005000004,26,255,0,255,255,255,391.192,9.346,391.192,9.346,30.870,387,5,8,8,7.218,4.587,47.131,0.343,10.000,6630,255,NaN,100,6630,4,387,11,36.870,5.657,1.574,0.635,0.619
1100,MASK_Result of Tc140mfr305C001H001S005:S0005000004,23,255,0,255,255,255,470.543,9.457,470.543,9.457,39.941,464,5,11,9,9.391,3.118,30.960,0.181,13.601,5865,255,NaN,100,5865,4,464,13,36.027,6.000,3.012,0.332,0.390
1101,MASK_Result of Tc140mfr305C001H001S005:S0005000004,10,255,0,255,255,255,591.400,9.500,591.400,9.500,21.314,590,5,3,9,7.251,1.756,92.999,0.277,9.220,2550,255,NaN,100,2550,4,591,5,102.529,2.729,4.130,0.242,0.541
1102,MASK_Result of Tc140mfr305C001H001S005:S0005000004,23,255,0,255,255,255,370.630,10.370,370.630,10.370,44.527,366,7,9,8,6.586,4.446,57.760,0.146,10.630,5865,255,NaN,100,5865,4,368,15,48.814,7.155,1.481,0.675,0.447
1103,MASK_Result of Tc140mfr305C001H001S005:S0005000004,26,255,0,255,255,255,380.962,12.192,380.962,12.192,54.083,376,7,8,11,7.755,4.269,104.791,0.112,12.083,6630,255,NaN,100,6630,4,378,7,114.444,7.747,1.817,0.550,0.369
1104,MASK_Result of Tc140mfr305C001H001S005:S0005000004,11,255,0,255,255,255,619.318,9.682,619.318,9.682,16.142,617,7,4,6,5.173,2.708,102.933,0.530,6.083,2805,255,NaN,100,2805,4,619,7,99.462,4.000,1.910,0.523,0.611
1105,MASK_Result of Tc140mfr305C001H001S005:S0005000004,11,255,0,255,255,255,563.955,9.864,563.955,9.864,22.385,560,8,8,4,6.345,2.207,179.808,0.276,8.544,2805,255,NaN,100,2805,4,560,11,20.556,3.960,2.874,0.348,0.458
1106,MASK_Result of Tc140mfr305C001H001S005:S0005000004,15,255,0,255,255,255,342.767,13.633,342.767,13.633,31.213,339,9,7,9,7.318,2.610,68.130,0.193,10.296,3825,255,NaN,100,3825,4,341,18,60.945,5.270,2.804,0.357,0.380
1107,MASK_Result of Tc140mfr305C001H001S005:S0005000004,17,255,0,255,255,255,440.853,14.441,440.853,14.441,32.870,438,9,6,10,7.198,3.007,62.206,0.198,10.770,4335,255,NaN,100,4335,4,438,19,68.199,4.919,2.394,0.418,0.447
1108,MASK_Result of Tc140mfr305C001H001S005:S0005000004,13,255,0,255,255,255,508.500,11.731,508.500,11.731,20.971,507,9,4,6,5.273,3.139,82.473,0.371,7.211,3315,255,NaN,100,3315,4,507,15,56.310,4.000,1.680,0.595,0.605
1109,MASK_Result of Tc140mfr305C001H001S005:S0005000004,11,255,0,255,255,255,277.591,13.227,277.591,13.227,20.385,274,10,7,6,6.527,2.146,133.148,0.333,8.602,2805,255,NaN,100,2805,4,274,10,144.462,3.536,3.042,0.329,0.478
1110,MASK_Result of Tc140mfr305C001H001S005:S0005000004,11,255,0,255,255,255,303.045,13.955,303.045,13.955,22.385,300,10,6,8,8.000,1.751,121.814,0.276,9.434,2805,255,NaN,100,2805,4,300,10,122.005,2.744,4.570,0.219,0.489
1111,MASK_Result of Tc140mfr305C001H001S005:S0005000004,19,255,0,255,255,255,474.500,13.500,474.500,13.500,40.284,468,10,13,7,9.755,2.480,17.618,0.147,13.928,4845,255,NaN,100,4845,4,468,16,21.038,4.448,3.933,0.254,0.365
1112,MASK_Result of Tc140mfr305C001H001S005:S0005000004,13,255,0,255,255,255,336.192,15.577,336.192,15.577,22.971,334,11,4,9,7.017,2.359,102.361,0.310,9.487,3315,255,NaN,100,3315,4,335,11,108.435,3.530,2.975,0.336,0.520
1113,MASK_Result of Tc140mfr305C001H001S005:S0005000004,21,255,0,255,255,255,511.548,16.357,511.548,16.357,40.770,507,11,9,11,8.577,3.117,60.034,0.159,12.083,5355,255,NaN,100,5355,4,508,22,65.556,5.814,2.751,0.363,0.353
1114,MASK_Result of Tc140mfr305C001H001S005:S0005000004,12,255,0,255,255,255,325.250,15.000,325.250,15.000,22.385,322,12,7,5,5.084,3.005,14.606,0.301,7.280,3060,255,NaN,100,3060,4,322,14,164.055,4.608,1.692,0.591,0.480
1115,MASK_Result of Tc140mfr305C001H001S005:S0005000004,12,255,0,255,255,255,420.750,15.167,420.750,15.167,26.385,416,12,8,5,5.550,2.753,27.420,0.217,8.602,3060,255,NaN,100,3060,4,416,17,35.538,5.000,2.016,0.496,0.429
1116,MASK_Result of Tc140mfr305C001H001S005:S0005000004,11,255,0,255,255,255,365.682,16.045,365.682,16.045,20.971,364,13,4,7,5.523,2.536,101.981,0.314,7.280,2805,255,NaN,100,2805,4,364,13,105.945,3.638,2.178,0.459,0.500
